"ID","ID2","color","z","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality2","quality3"
2960,2959,"white",1,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,"7","1","2"
2961,2960,"white",1,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,"7","1","2"
2962,2961,"white",1,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"6","1","2"
2964,2963,"white",1,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,"7","1","2"
2967,2966,"white",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"6","1","2"
2968,2967,"white",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"6","1","2"
2970,2969,"white",1,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,"6","1","2"
2973,2972,"white",1,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,"6","1","2"
2974,2973,"white",1,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"6","1","2"
2975,2974,"white",1,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,"6","1","2"
2976,2975,"white",1,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,"6","1","2"
2977,2976,"white",1,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,"6","1","2"
2978,2977,"white",1,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,"6","1","2"
2979,2978,"white",1,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,"6","1","2"
2980,2979,"white",1,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,"7","1","2"
2981,2980,"white",1,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,"7","1","2"
2982,2981,"white",1,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,"7","1","2"
2983,2982,"white",1,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,"6","1","2"
2984,2983,"white",1,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,"6","1","2"
2985,2984,"white",1,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,"6","1","2"
2986,2985,"white",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"7","1","2"
2987,2986,"white",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"7","1","2"
2988,2987,"white",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"7","1","2"
2989,2988,"white",1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"7","1","2"
2990,2989,"white",1,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,"6","1","2"
2991,2990,"white",1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,"7","1","2"
2992,2991,"white",1,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,"7","1","2"
2993,2992,"white",1,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,"7","1","2"
2994,2993,"white",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"7","1","2"
2995,2994,"white",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"7","1","2"
2996,2995,"white",1,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,"6","1","2"
2998,2997,"white",1,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,"6","1","2"
2999,2998,"white",1,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,"7","1","2"
3000,2999,"white",1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"7","1","2"
3001,3000,"white",1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"7","1","2"
3002,3001,"white",1,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,"7","1","2"
3003,3002,"white",1,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,"7","1","2"
3004,3003,"white",1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"7","1","2"
3005,3004,"white",1,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,"6","1","2"
3006,3005,"white",1,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,"6","1","2"
3007,3006,"white",1,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,"6","1","2"
3008,3007,"white",1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,"7","1","2"
3009,3008,"white",1,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,"7","1","2"
3010,3009,"white",1,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,"6","1","2"
3012,3011,"white",1,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,"6","1","2"
3013,3012,"white",1,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,"6","1","2"
3014,3013,"white",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"6","1","2"
3015,3014,"white",1,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,"6","1","2"
3016,3015,"white",1,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,"6","1","2"
3017,3016,"white",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"6","1","2"
3018,3017,"white",1,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,"6","1","2"
3020,3019,"white",1,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,"6","1","2"
3021,3020,"white",1,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,"6","1","2"
3024,3023,"white",1,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,"6","1","2"
3025,3024,"white",1,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"6","1","2"
3026,3025,"white",1,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,"7","1","2"
3027,3026,"white",1,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,"6","1","2"
3029,3028,"white",1,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,"6","1","2"
3032,3031,"white",1,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,"6","1","2"
3034,3033,"white",1,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,"6","1","2"
3035,3034,"white",1,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,"6","1","2"
3036,3035,"white",1,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,"7","1","2"
3038,3037,"white",1,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"6","1","2"
3039,3038,"white",1,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,"6","1","2"
3040,3039,"white",1,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,"6","1","2"
3042,3041,"white",1,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,"6","1","2"
3043,3042,"white",1,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"6","1","2"
3044,3043,"white",1,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,"6","1","2"
3045,3044,"white",1,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,"6","1","2"
3046,3045,"white",1,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,"6","1","2"
3047,3046,"white",1,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,"6","1","2"
3049,3048,"white",1,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,"6","1","2"
3053,3052,"white",1,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,"7","1","2"
3055,3054,"white",1,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,"6","1","2"
3056,3055,"white",1,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,"6","1","2"
3060,3059,"white",1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"6","1","2"
3066,3065,"white",1,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,"6","1","2"
3069,3068,"white",1,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,"6","1","2"
3072,3071,"white",1,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,"7","1","2"
3073,3072,"white",1,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,"6","1","2"
3076,3075,"white",1,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,"7","1","2"
3081,3080,"white",1,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"6","1","2"
3083,3082,"white",1,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,"6","1","2"
3084,3083,"white",1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"7","1","2"
3085,3084,"white",1,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"6","1","2"
3086,3085,"white",1,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,"6","1","2"
3087,3086,"white",1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"7","1","2"
3089,3088,"white",1,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,"6","1","2"
3090,3089,"white",1,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,"7","1","2"
3091,3090,"white",1,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"6","1","2"
3092,3091,"white",1,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,"6","1","2"
3093,3092,"white",1,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"6","1","2"
3094,3093,"white",1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"7","1","2"
3095,3094,"white",1,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,"6","1","2"
3096,3095,"white",1,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,"6","1","2"
3097,3096,"white",1,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,"7","1","2"
3099,3098,"white",1,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,"7","1","2"
3100,3099,"white",1,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,"7","1","2"
3101,3100,"white",1,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,"7","1","2"
3102,3101,"white",1,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,"6","1","2"
3103,3102,"white",1,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,"6","1","2"
3104,3103,"white",1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"7","1","2"
3106,3105,"white",1,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"6","1","2"
3107,3106,"white",1,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"6","1","2"
3108,3107,"white",1,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,"6","1","2"
3111,3110,"white",1,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,"6","1","2"
3112,3111,"white",1,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"7","1","2"
3114,3113,"white",1,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"6","1","2"
3115,3114,"white",1,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"6","1","2"
3116,3115,"white",1,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"6","1","2"
3117,3116,"white",1,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,"7","1","2"
3118,3117,"white",1,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"7","1","2"
3119,3118,"white",1,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,"7","1","2"
3121,3120,"white",1,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,"6","1","2"
3123,3122,"white",1,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,"6","1","2"
3125,3124,"white",1,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"6","1","2"
3127,3126,"white",1,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,"7","1","2"
3129,3128,"white",1,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,"6","1","2"
3130,3129,"white",1,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,"6","1","2"
3131,3130,"white",1,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,"6","1","2"
3133,3132,"white",1,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"6","1","2"
3134,3133,"white",1,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,"6","1","2"
3135,3134,"white",1,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,"6","1","2"
3136,3135,"white",1,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"6","1","2"
3138,3137,"white",1,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,"6","1","2"
3139,3138,"white",1,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,"6","1","2"
3140,3139,"white",1,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,"6","1","2"
3141,3140,"white",1,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"6","1","2"
3142,3141,"white",1,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,"7","1","2"
3143,3142,"white",1,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,"6","1","2"
3145,3144,"white",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"6","1","2"
3146,3145,"white",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"6","1","2"
3147,3146,"white",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"6","1","2"
3148,3147,"white",1,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"6","1","2"
3149,3148,"white",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"6","1","2"
3150,3149,"white",1,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"6","1","2"
3151,3150,"white",1,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,"6","1","2"
3152,3151,"white",1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"6","1","2"
3153,3152,"white",1,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,"6","1","2"
3154,3153,"white",1,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,"6","1","2"
3155,3154,"white",1,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,"6","1","2"
3156,3155,"white",1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"7","1","2"
3158,3157,"white",1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"7","1","2"
3159,3158,"white",1,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,"7","1","2"
3160,3159,"white",1,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,"6","1","2"
3161,3160,"white",1,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"6","1","2"
3163,3162,"white",1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"7","1","2"
3164,3163,"white",1,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,"7","1","2"
3165,3164,"white",1,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,"6","1","2"
3166,3165,"white",1,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,"6","1","2"
3167,3166,"white",1,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,"6","1","2"
3168,3167,"white",1,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,"7","1","2"
3169,3168,"white",1,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,"6","1","2"
3170,3169,"white",1,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,"6","1","2"
3171,3170,"white",1,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,"6","1","2"
3172,3171,"white",1,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"6","1","2"
3176,3175,"white",1,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,"6","1","2"
3177,3176,"white",1,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"6","1","2"
3179,3178,"white",1,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,"6","1","2"
3181,3180,"white",1,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"6","1","2"
3182,3181,"white",1,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"6","1","2"
3184,3183,"white",1,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"6","1","2"
3185,3184,"white",1,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,"7","1","2"
3186,3185,"white",1,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,"6","1","2"
3188,3187,"white",1,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,"7","1","2"
3191,3190,"white",1,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,"7","1","2"
3192,3191,"white",1,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,"6","1","2"
3193,3192,"white",1,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"6","1","2"
3196,3195,"white",1,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,"6","1","2"
3197,3196,"white",1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"7","1","2"
3198,3197,"white",1,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"6","1","2"
3199,3198,"white",1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"7","1","2"
3200,3199,"white",1,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,"7","1","2"
3201,3200,"white",1,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,"7","1","2"
3202,3201,"white",1,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"6","1","2"
3203,3202,"white",1,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,"7","1","2"
3204,3203,"white",1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"7","1","2"
3206,3205,"white",1,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,"7","1","2"
3207,3206,"white",1,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,"7","1","2"
3208,3207,"white",1,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,"6","1","2"
3212,3211,"white",1,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"6","1","2"
3214,3213,"white",1,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,"6","1","2"
3215,3214,"white",1,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,"6","1","2"
3216,3215,"white",1,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,"6","1","2"
3220,3219,"white",1,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,"7","1","2"
3222,3221,"white",1,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,"6","1","2"
3223,3222,"white",1,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,"6","1","2"
3224,3223,"white",1,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"6","1","2"
3225,3224,"white",1,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"6","1","2"
3226,3225,"white",1,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,"7","1","2"
3227,3226,"white",1,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,"6","1","2"
3228,3227,"white",1,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,"6","1","2"
3229,3228,"white",1,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,"6","1","2"
3230,3229,"white",1,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,"7","1","2"
3231,3230,"white",1,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,"6","1","2"
3232,3231,"white",1,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,"6","1","2"
3234,3233,"white",1,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,"6","1","2"
3235,3234,"white",1,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,"6","1","2"
3236,3235,"white",1,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"6","1","2"
3237,3236,"white",1,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,"6","1","2"
3238,3237,"white",1,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,"7","1","2"
3240,3239,"white",1,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"7","1","2"
3241,3240,"white",1,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,"6","1","2"
3242,3241,"white",1,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,"7","1","2"
3243,3242,"white",1,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,"6","1","2"
3244,3243,"white",1,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"7","1","2"
3245,3244,"white",1,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,"7","1","2"
3247,3246,"white",1,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,"6","1","2"
3248,3247,"white",1,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,"6","1","2"
3249,3248,"white",1,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,"7","1","2"
3250,3249,"white",1,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,"7","1","2"
3251,3250,"white",1,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,"6","1","2"
3252,3251,"white",1,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,"6","1","2"
3256,3255,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3257,3256,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3258,3257,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3259,3258,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3260,3259,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3261,3260,"white",1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"6","1","2"
3263,3262,"white",1,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,"7","1","2"
3265,3264,"white",1,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,"6","1","2"
3267,3266,"white",1,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,"6","1","2"
3268,3267,"white",1,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,"6","1","2"
3269,3268,"white",1,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"6","1","2"
3272,3271,"white",1,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,"7","1","2"
3273,3272,"white",1,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,"7","1","2"
3274,3273,"white",1,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,"7","1","2"
3278,3277,"white",1,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1,"7","1","2"
3280,3279,"white",1,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,"6","1","2"
3282,3281,"white",1,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,"6","1","2"
3283,3282,"white",1,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,"7","1","2"
3284,3283,"white",1,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,"6","1","2"
3285,3284,"white",1,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"6","1","2"
3286,3285,"white",1,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,"7","1","2"
